match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,1,Atharva Taide,B Kumar,P Simran Singh,1,0,1,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,2,P Simran Singh,B Kumar,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,3,P Simran Singh,B Kumar,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,4,P Simran Singh,B Kumar,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,5,P Simran Singh,B Kumar,Atharva Taide,4,0,4,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,0,6,P Simran Singh,B Kumar,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,1,Atharva Taide,PJ Cummins,P Simran Singh,2,0,2,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,2,Atharva Taide,PJ Cummins,P Simran Singh,4,0,4,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,3,Atharva Taide,PJ Cummins,P Simran Singh,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,4,Atharva Taide,PJ Cummins,P Simran Singh,1,0,1,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,5,P Simran Singh,PJ Cummins,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,1,6,P Simran Singh,PJ Cummins,Atharva Taide,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,2,1,Atharva Taide,B Kumar,P Simran Singh,2,0,2,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,2,2,Atharva Taide,B Kumar,P Simran Singh,0,0,0,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,2,3,Atharva Taide,B Kumar,P Simran Singh,1,0,1,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,2,4,P Simran Singh,B Kumar,Atharva Taide,4,0,4,,0,,,
1426307,1,Punjab Kings,Sunrisers Hyderabad,2,5,P Simran Singh,B Kumar,Atharva Taide,4,0,4,,0,,,
