match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,1,NV Ojha,P Kumar,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,2,NV Ojha,P Kumar,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,3,MJ Lumb,P Kumar,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,4,MJ Lumb,P Kumar,NV Ojha,4,0,4,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,5,MJ Lumb,P Kumar,NV Ojha,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,0,6,NV Ojha,P Kumar,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,1,NV Ojha,DW Steyn,MJ Lumb,3,0,3,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,2,MJ Lumb,DW Steyn,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,3,MJ Lumb,DW Steyn,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,4,MJ Lumb,DW Steyn,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,5,MJ Lumb,DW Steyn,NV Ojha,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,1,6,NV Ojha,DW Steyn,MJ Lumb,3,0,3,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,1,NV Ojha,P Kumar,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,2,NV Ojha,P Kumar,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,3,NV Ojha,P Kumar,MJ Lumb,0,1,1,wides,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,4,NV Ojha,P Kumar,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,5,MJ Lumb,P Kumar,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,6,MJ Lumb,P Kumar,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,2,7,MJ Lumb,P Kumar,NV Ojha,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,1,MJ Lumb,DW Steyn,NV Ojha,0,1,1,legbyes,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,2,NV Ojha,DW Steyn,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,3,NV Ojha,DW Steyn,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,4,NV Ojha,DW Steyn,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,5,NV Ojha,DW Steyn,MJ Lumb,0,1,1,wides,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,6,NV Ojha,DW Steyn,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,3,7,NV Ojha,DW Steyn,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,1,NV Ojha,R Vinay Kumar,MJ Lumb,4,0,4,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,2,NV Ojha,R Vinay Kumar,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,3,MJ Lumb,R Vinay Kumar,NV Ojha,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,4,NV Ojha,R Vinay Kumar,MJ Lumb,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,5,NV Ojha,R Vinay Kumar,MJ Lumb,1,0,1,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,4,6,MJ Lumb,R Vinay Kumar,NV Ojha,0,0,0,,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,5,1,NV Ojha,JH Kallis,MJ Lumb,0,0,0,,1,NV Ojha,caught,RV Uthappa
419115,1,Rajasthan Royals,Royal Challengers Bangalore,5,2,MJ Lumb,JH Kallis,DR Martyn,0,1,1,noballs,0,,,
419115,1,Rajasthan Royals,Royal Challengers Bangalore,5,3,MJ Lumb,JH Kallis,DR Martyn,1,0,1,,0,,,
