match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,1,PD Salt,TU Deshpande,SP Narine,0,0,0,,1,PD Salt,caught,RA Jadeja
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,2,A Raghuvanshi,TU Deshpande,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,3,A Raghuvanshi,TU Deshpande,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,4,SP Narine,TU Deshpande,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,5,SP Narine,TU Deshpande,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,0,6,SP Narine,TU Deshpande,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,1,A Raghuvanshi,Mustafizur Rahman,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,2,SP Narine,Mustafizur Rahman,A Raghuvanshi,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,3,A Raghuvanshi,Mustafizur Rahman,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,4,A Raghuvanshi,Mustafizur Rahman,SP Narine,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,5,A Raghuvanshi,Mustafizur Rahman,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,1,6,A Raghuvanshi,Mustafizur Rahman,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,1,SP Narine,TU Deshpande,A Raghuvanshi,0,4,4,legbyes,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,2,SP Narine,TU Deshpande,A Raghuvanshi,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,3,SP Narine,TU Deshpande,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,4,SP Narine,TU Deshpande,A Raghuvanshi,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,5,SP Narine,TU Deshpande,A Raghuvanshi,0,1,1,wides,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,6,SP Narine,TU Deshpande,A Raghuvanshi,6,0,6,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,2,7,SP Narine,TU Deshpande,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,1,A Raghuvanshi,SN Thakur,SP Narine,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,2,A Raghuvanshi,SN Thakur,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,3,A Raghuvanshi,SN Thakur,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,4,SP Narine,SN Thakur,A Raghuvanshi,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,5,SP Narine,SN Thakur,A Raghuvanshi,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,3,6,A Raghuvanshi,SN Thakur,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,1,A Raghuvanshi,M Theekshana,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,2,A Raghuvanshi,M Theekshana,SP Narine,6,0,6,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,3,A Raghuvanshi,M Theekshana,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,4,SP Narine,M Theekshana,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,5,SP Narine,M Theekshana,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,4,6,SP Narine,M Theekshana,A Raghuvanshi,6,0,6,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,1,A Raghuvanshi,Mustafizur Rahman,SP Narine,4,0,4,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,2,A Raghuvanshi,Mustafizur Rahman,SP Narine,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,3,A Raghuvanshi,Mustafizur Rahman,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,4,SP Narine,Mustafizur Rahman,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,5,SP Narine,Mustafizur Rahman,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,6,SP Narine,Mustafizur Rahman,A Raghuvanshi,0,1,1,wides,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,5,7,SP Narine,Mustafizur Rahman,A Raghuvanshi,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,1,A Raghuvanshi,RA Jadeja,SP Narine,0,0,0,,1,A Raghuvanshi,lbw,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,2,SS Iyer,RA Jadeja,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,3,SP Narine,RA Jadeja,SS Iyer,0,1,1,wides,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,4,SP Narine,RA Jadeja,SS Iyer,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,5,SS Iyer,RA Jadeja,SP Narine,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,6,SP Narine,RA Jadeja,SS Iyer,0,0,0,,1,SP Narine,caught,M Theekshana
1426260,1,Kolkata Knight Riders,Chennai Super Kings,6,7,VR Iyer,RA Jadeja,SS Iyer,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,1,VR Iyer,M Theekshana,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,2,VR Iyer,M Theekshana,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,3,VR Iyer,M Theekshana,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,4,VR Iyer,M Theekshana,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,5,VR Iyer,M Theekshana,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,7,6,VR Iyer,M Theekshana,SS Iyer,2,0,2,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,1,SS Iyer,RA Jadeja,VR Iyer,1,0,1,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,2,VR Iyer,RA Jadeja,SS Iyer,0,0,0,,1,VR Iyer,caught,DJ Mitchell
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,3,Ramandeep Singh,RA Jadeja,SS Iyer,2,0,2,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,4,Ramandeep Singh,RA Jadeja,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,5,Ramandeep Singh,RA Jadeja,SS Iyer,0,0,0,,0,,,
1426260,1,Kolkata Knight Riders,Chennai Super Kings,8,6,Ramandeep Singh,RA Jadeja,SS Iyer,0,0,0,,0,,,
