match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,1,V Kohli,MA Starc,F du Plessis,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,2,V Kohli,MA Starc,F du Plessis,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,3,F du Plessis,MA Starc,V Kohli,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,4,V Kohli,MA Starc,F du Plessis,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,5,F du Plessis,MA Starc,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,0,6,F du Plessis,MA Starc,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,1,V Kohli,Harshit Rana,F du Plessis,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,2,V Kohli,Harshit Rana,F du Plessis,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,3,F du Plessis,Harshit Rana,V Kohli,0,1,1,wides,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,4,F du Plessis,Harshit Rana,V Kohli,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,5,V Kohli,Harshit Rana,F du Plessis,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,6,F du Plessis,Harshit Rana,V Kohli,6,0,6,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,1,7,F du Plessis,Harshit Rana,V Kohli,0,0,0,,1,F du Plessis,caught,MA Starc
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,1,V Kohli,MA Starc,C Green,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,2,V Kohli,MA Starc,C Green,6,0,6,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,3,V Kohli,MA Starc,C Green,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,4,V Kohli,MA Starc,C Green,2,0,2,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,5,V Kohli,MA Starc,C Green,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,2,6,C Green,MA Starc,V Kohli,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,1,V Kohli,Harshit Rana,C Green,2,0,2,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,2,V Kohli,Harshit Rana,C Green,2,0,2,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,3,V Kohli,Harshit Rana,C Green,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,4,V Kohli,Harshit Rana,C Green,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,5,C Green,Harshit Rana,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,3,6,C Green,Harshit Rana,V Kohli,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,1,V Kohli,AS Roy,C Green,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,2,V Kohli,AS Roy,C Green,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,3,C Green,AS Roy,V Kohli,2,0,2,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,4,C Green,AS Roy,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,5,C Green,AS Roy,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,4,6,C Green,AS Roy,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,1,V Kohli,SP Narine,C Green,1,0,1,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,2,C Green,SP Narine,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,3,C Green,SP Narine,V Kohli,0,0,0,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,4,C Green,SP Narine,V Kohli,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,5,C Green,SP Narine,V Kohli,4,0,4,,0,,,
1422128,1,Royal Challengers Bengaluru,Kolkata Knight Riders,5,6,C Green,SP Narine,V Kohli,6,0,6,,0,,,
