match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
392228,1,Kolkata Knight Riders,Deccan Chargers,0,1,BB McCullum,RJ Harris,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,0,2,BB McCullum,RJ Harris,SC Ganguly,0,1,1,legbyes,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,0,3,SC Ganguly,RJ Harris,BB McCullum,4,0,4,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,0,4,SC Ganguly,RJ Harris,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,0,5,SC Ganguly,RJ Harris,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,0,6,SC Ganguly,RJ Harris,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,1,BB McCullum,RP Singh,SC Ganguly,4,0,4,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,2,BB McCullum,RP Singh,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,3,BB McCullum,RP Singh,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,4,BB McCullum,RP Singh,SC Ganguly,1,0,1,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,5,SC Ganguly,RP Singh,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,1,6,SC Ganguly,RP Singh,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,1,BB McCullum,RJ Harris,SC Ganguly,2,0,2,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,2,BB McCullum,RJ Harris,SC Ganguly,1,0,1,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,3,SC Ganguly,RJ Harris,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,4,SC Ganguly,RJ Harris,BB McCullum,1,0,1,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,5,BB McCullum,RJ Harris,SC Ganguly,1,0,1,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,2,6,SC Ganguly,RJ Harris,BB McCullum,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,1,BB McCullum,RP Singh,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,2,BB McCullum,RP Singh,SC Ganguly,0,1,1,wides,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,3,BB McCullum,RP Singh,SC Ganguly,2,0,2,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,4,BB McCullum,RP Singh,SC Ganguly,6,0,6,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,5,BB McCullum,RP Singh,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,6,BB McCullum,RP Singh,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,3,7,BB McCullum,RP Singh,SC Ganguly,1,0,1,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,4,1,BB McCullum,RJ Harris,SC Ganguly,0,0,0,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,4,2,BB McCullum,RJ Harris,SC Ganguly,2,0,2,,0,,,
392228,1,Kolkata Knight Riders,Deccan Chargers,4,3,BB McCullum,RJ Harris,SC Ganguly,0,0,0,,1,BB McCullum,caught,TL Suman
