match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
392197,1,Mumbai Indians,Kolkata Knight Riders,0,1,ST Jayasuriya,I Sharma,SR Tendulkar,1,0,1,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,0,2,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,0,3,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,0,4,SR Tendulkar,I Sharma,ST Jayasuriya,3,0,3,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,0,5,ST Jayasuriya,I Sharma,SR Tendulkar,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,0,6,ST Jayasuriya,I Sharma,SR Tendulkar,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,1,SR Tendulkar,AB Dinda,ST Jayasuriya,6,0,6,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,2,SR Tendulkar,AB Dinda,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,3,SR Tendulkar,AB Dinda,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,4,SR Tendulkar,AB Dinda,ST Jayasuriya,0,1,1,wides,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,5,SR Tendulkar,AB Dinda,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,6,SR Tendulkar,AB Dinda,ST Jayasuriya,4,0,4,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,1,7,SR Tendulkar,AB Dinda,ST Jayasuriya,1,0,1,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,1,SR Tendulkar,I Sharma,ST Jayasuriya,0,5,5,wides,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,2,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,3,SR Tendulkar,I Sharma,ST Jayasuriya,0,1,1,wides,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,4,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,5,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,6,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,7,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,2,8,SR Tendulkar,I Sharma,ST Jayasuriya,4,0,4,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,1,ST Jayasuriya,AB Dinda,SR Tendulkar,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,2,ST Jayasuriya,AB Dinda,SR Tendulkar,3,0,3,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,3,SR Tendulkar,AB Dinda,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,4,SR Tendulkar,AB Dinda,ST Jayasuriya,4,0,4,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,5,SR Tendulkar,AB Dinda,ST Jayasuriya,1,0,1,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,3,6,ST Jayasuriya,AB Dinda,SR Tendulkar,4,0,4,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,1,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,2,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,3,SR Tendulkar,I Sharma,ST Jayasuriya,6,0,6,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,4,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,5,SR Tendulkar,I Sharma,ST Jayasuriya,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,4,6,SR Tendulkar,I Sharma,ST Jayasuriya,1,0,1,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,1,SR Tendulkar,SC Ganguly,ST Jayasuriya,1,0,1,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,2,ST Jayasuriya,SC Ganguly,SR Tendulkar,0,1,1,wides,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,3,ST Jayasuriya,SC Ganguly,SR Tendulkar,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,4,ST Jayasuriya,SC Ganguly,SR Tendulkar,0,0,0,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,5,ST Jayasuriya,SC Ganguly,SR Tendulkar,2,0,2,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,6,ST Jayasuriya,SC Ganguly,SR Tendulkar,6,0,6,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,5,7,ST Jayasuriya,SC Ganguly,SR Tendulkar,6,0,6,,0,,,
392197,1,Mumbai Indians,Kolkata Knight Riders,6,1,SR Tendulkar,BAW Mendis,ST Jayasuriya,0,0,0,,0,,,
